window ticks 1815->2395 (580 frames) wall 43.82 s = 75.55 ms/frame, 13.24 vs/s
tid comm cpu_s cpu_ms_per_frame util_pct
15406 GameThread 31.64 54.55 72.2
15387 GsWorker 7.81 13.47 17.8
15385 com.ps2x.runner 2.64 4.55 6.0
15405 AAudio_1 0.16 0.28 0.4
15378 binder:15367_2 0.07 0.12 0.2
15409 PGS-Waiter 0.05 0.09 0.1
15381 binder:15367_3 0.05 0.09 0.1
15414 binder:15367_4 0.03 0.05 0.1
15399 binder:15367_4 0.03 0.05 0.1
