au2_center_s,lag_from_base_frames,lag_from_base_ms,ncc
17.8,0.24915115016841569,0.006920865282455991,0.959397212024469
17.825,0.25221642686681645,0.007006011857411568,0.9600435567348712
17.85,0.21474625375852963,0.005965173715514712,0.9779058368025781
17.875,-0.040603215867618996,-0.001127867107433861,0.9661877851600297
17.9,0.06996621817606721,0.0019435060604463116,0.973316324631716
17.925,0.14102308728047902,0.003917307980013306,0.9726109433823321
17.95,0.113835990506215,0.003162110847394861,0.9498913218647634
17.975,0.11064939557687957,0.003073594321579988,0.9626377017889307
18.0,0.0967226175541914,0.0026867393765053166,0.9632056751598627
18.025,0.17794816543428504,0.0049430045953968065,0.9660237175839674
18.05,0.22471829713392824,0.006242174920386896,0.9822269865451712
18.075,0.2739609692490221,0.007610026923583946,0.9901220414564721
18.1,0.22360680939135624,0.0062113002608710065,0.9927360603715761
18.125,-0.009722638189664255,-0.0002700732830462293,0.9868571629161862
18.15,-0.1397543708280257,-0.0038820658563340467,0.9833244538844961
18.175,-0.04444183243305967,-0.0012344953453627687,0.9853633001647644
18.2,-0.37746712126465776,-0.01048519781290716,0.9738607018207287
18.225,-0.7270030529740502,-0.020194529249279173,0.9621504332511481
18.25,0.15935317825581882,0.004426477173772745,0.9667957460877378
18.275,0.21995945900376399,0.006109984972326777,0.9519143940182407
18.3,0.23565203224613387,0.00654588978461483,0.9490287892538484
18.325,0.20965980833485304,0.0058238835648570285,0.9796579761827098
18.35,0.21714364324889054,0.0060317678680247375,0.9908843728861314
18.375,-0.10438440499586463,-0.0028995668054406843,0.9762403082049272
18.4,-0.07935012012200536,-0.002204170003389038,0.976156055284378
18.425,0.10354497254144054,0.002876249237262237,0.9838399010431406
18.45,0.2439727186695922,0.006777019963044227,0.9909878490055434
18.475,0.15009401623313498,0.004169278228698194,0.9526798811020312
18.5,0.15361799546267005,0.0042671665406297235,0.9307650650548035
18.525,0.23791492881378037,0.00660874802260501,0.9757358728079404
18.55,0.249511894865615,0.006930885968489306,0.9798451226692639
18.575,0.0636345639521358,0.001767626776448217,0.9813663647596528
18.6,0.025591803271194632,0.0007108834241998509,0.9797707612450544
18.625,0.21670588766739554,0.006019607990760987,0.9701980091021314
18.65,0.20092655462368766,0.005581293183991323,0.9601545462911908
18.675,-0.2599482650219882,-0.007220785139499673,0.9672409913409677
18.7,-0.4586079263630637,-0.012739109065640658,0.9859191323651023
18.725,-0.009788001946880114,-0.000271888942968892,0.9674313037153444
18.75,0.2272582849059026,0.006312730136275072,0.9539361316426359
18.775,0.2469785807137329,0.006860516130937025,0.9697755324080705
18.8,0.24993928276868263,0.006942757854685629,0.9907223132271933
18.825,0.20522150038788808,0.005700597232996891,0.9929040006656277
18.85,0.16439786899806472,0.004566607472168464,0.986052280793593
18.875,0.181022890760536,0.005028413632237111,0.9813230196565863
18.9,0.1594795028933616,0.004429986191482267,0.9903560159635749
18.925,-0.2558859784791662,-0.007107943846643506,0.993330631667839
18.95,-0.485197398925302,-0.013477705525702833,0.9920412861981286
18.975,0.1352373847757306,0.0037565940215480726,0.9897423282572986
19.0,0.171155665086849,0.00475432403019025,0.9819684649125783
19.025,0.1768204176437682,0.004911678267882451,0.9816783195479188
19.05,-0.21252927798634533,-0.005903591055176259,0.9814785294963513
19.075,-0.019848472773924836,-0.0005513464659423566,0.9868424936658344
19.1,0.24432818990015398,0.006786894163893166,0.9750643027793564
19.125,0.25160562157717237,0.0069890450438103435,0.9589421483583842
19.15,0.1832002863581078,0.005088896843280772,0.9615757638053358
19.175,-0.5150112152394296,-0.014305867089984155,0.964447154417066
19.2,-0.2532427784597317,-0.007034521623881436,0.9805742203440224
19.225,0.04827059716692421,0.0013408499213034503,0.9583571150249162
19.25,0.07217993149397675,0.0020049980970549097,0.9665150607508025
