Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0x0, config1 0x0, config2: 0x0)
Samples: 46818
Event count: 12047313660

Overhead  Command          Shared Object                                                                                                                 Symbol
1.00%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    __aarch64_ldadd8_relax
0.98%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::packed_STQRGBAXYZ<true, (ParallelGS::PRIMType)4, 1>(void const*, unsigned int)
0.88%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::update_color_feedback_state()
0.81%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __memcpy_aarch64_nt
0.77%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GS::recordRegisterDebugEventUnlocked(unsigned char, unsigned long)
0.75%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a8e810]
0.74%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    std::__ndk1::deque<GsCommand, std::__ndk1::allocator<GsCommand>>::pop_front()
0.74%     com.ps2x.runner  /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    WaitTime
0.74%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                pthread_mutex_lock
0.72%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::quarantineOrDeallocateChunk(scudo::Options const&, void*, scudo::Chunk::UnpackedHeader*, unsigned long)
0.71%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a83a5c]
0.68%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __aarch64_swp2_rel
0.63%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::compute_page_rect(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)
0.59%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GsCommand::operator=(GsCommand&&)
0.55%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::HybridMutex::unlock()
0.52%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::mark_fb_write(ParallelGS::PageRect const&)
0.49%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __memcpy_aarch64_nt
0.48%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __aarch64_cas2_acq
0.48%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::register_accessed_readback_page(unsigned int)
0.46%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::drawing_kick_update_state(ParallelGS::GSInterface::FBFeedbackMode, muglm::tvec4<int> const&, muglm::tvec4<int> const&)
0.46%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GsWorker::threadMain()
0.46%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::check_frame_buffer_state()
0.46%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::HybridMutex::tryLock()
0.43%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::register_accessed_fb_pages(unsigned int)
0.43%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::triangle_is_parallelogram_candidate(ParallelGS::VertexPosition const*, ParallelGS::VertexAttribute const*, muglm::tvec2<int> const&, muglm::tvec2<int> const&, ParallelGS::PRIMBits const&, muglm::tvec3<int>&)
0.43%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::update_optimized_gif_handler(unsigned int)
0.32%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    std::__ndk1::mutex::unlock()
0.32%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760bc8534]
0.29%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::drawing_kick_update_texture(ParallelGS::GSInterface::FBFeedbackMode, muglm::tvec4<int> const&, muglm::tvec4<int> const&)
0.26%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ps2x_gs_parallel::(anonymous namespace)::GSParallelBackend::ensureInit()
0.25%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760ad37c0]
0.24%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a6b670]
0.24%     GsWorker         [vdso]                                                                                                                        __kernel_clock_gettime
0.22%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __memset_aarch64_nt
0.22%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GS::noteConsumedCommand(GsCommand const&)
0.22%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760a2784c]
0.22%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GS::updatePreferredDisplaySourceForDraw(GSPrimitiveBatch const&)
0.22%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::CommandBuffer::allocate_descriptor_offset(unsigned int, unsigned int&, unsigned int&)
0.21%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::a_d_PRIM(unsigned long)
0.21%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::draw_is_degenerate()
0.19%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GS::executeQueuedCommand(GsCommand&)
0.19%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::packed_XYZF<false>(void const*)
0.18%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                NonPI::MutexLockWithTimeout(pthread_mutex_internal_t*, bool, timespec const*)
0.18%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GS::writeRegisterUnlocked(unsigned char, unsigned long)
0.17%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    std::__ndk1::condition_variable::notify_all()
0.17%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::flush_if_memory_pressure()
0.17%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __memset_aarch64_nt
0.16%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::pushBlocks(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, unsigned int*, unsigned int)
0.16%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::deallocate(void*, scudo::Chunk::Origin, unsigned long, unsigned long)
0.15%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760b0ef7c]
0.14%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                pthread_getspecific
0.13%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::pushBlocksImpl(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned int*, unsigned int, bool)
0.13%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __aarch64_swp2_acq
0.12%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    std::__ndk1::recursive_mutex::unlock()
0.12%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::flush_rendering(ParallelGS::RenderPass const&)
0.12%     com.ps2x.runner  /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    @plt
0.12%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    @plt
0.12%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::flush(unsigned int, ParallelGS::FlushReason)
0.12%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760a47efc]
0.11%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::emit_copy_vram(Vulkan::CommandBuffer&, unsigned int const*, unsigned int, bool)
0.11%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760829a08]
0.11%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760829a08]
0.11%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    std::__ndk1::mutex::lock()
0.10%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __aarch64_cas4_acq
0.10%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GS::recordGifTagDebugEventUnlocked(unsigned int, unsigned int, unsigned char, unsigned int)
0.10%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                syscall
0.10%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!58c4cf89d3544eaf0d40972d4ff12d!a9ee82cd83!
0.10%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a8e614]
0.09%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::garbage_collect_texture_masked_handles(std::__ndk1::vector<ParallelGS::CachedTextureMasked, std::__ndk1::allocator<ParallelGS::CachedTextureMasked>>&)
0.09%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::drawing_kick_append<true, false, true, 2u>()
0.09%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)
0.09%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                @plt
0.09%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ps2_e7::packet(unsigned long, char const*, unsigned char const*, unsigned int, bool, unsigned long, unsigned int)
0.09%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::HybridMutex::tryLock()
0.09%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::flush_transfer()
0.09%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a841b8]
0.09%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::drawing_kick_append<false, true, false, 3u>()
0.09%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::register_short_term_cached_texture(ParallelGS::PageRect const*, unsigned int, unsigned long)
0.08%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+9b5f7c]
0.08%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ps2x_gs_parallel::(anonymous namespace)::GSParallelBackend::RawGifPacket(unsigned int, unsigned char const*, unsigned int)
0.08%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760a277ec]
0.08%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::CommandBuffer::flush_compute_state(bool)
0.08%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::drain(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::PerClass*, unsigned long)
0.08%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::packed_STQRGBAXYZ<true, (ParallelGS::PRIMType)5, 1>(void const*, unsigned int)
0.08%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760bc81dc]
0.08%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::drawing_kick<(ParallelGS::PRIMType)5>(bool)
0.08%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::DescriptorBufferAllocator::get_descriptor_size_for_type(VkDescriptorType) const
0.08%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a841b8]
0.07%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::find_or_place_unique_state_vector(ParallelGS::StateVector const&)
0.07%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::create_cached_texture(ParallelGS::TextureDescriptor const&)
0.07%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760ad37c0]
0.07%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    std::__ndk1::vector<ParallelGS::CachedTextureMasked, std::__ndk1::allocator<ParallelGS::CachedTextureMasked>>::erase(std::__ndk1::__wrap_iter<ParallelGS::CachedTextureMasked const*>, std::__ndk1::__wrap_iter<ParallelGS::CachedTextureMasked const*>)
0.07%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Util::ThreadSafeIntrusiveHashMapReadCached<Util::IntrusivePODWrapper<Vulkan::Pipeline>>::find(unsigned long) const
0.07%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760d65040]
0.07%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::register_cached_texture(ParallelGS::PageRect const*, unsigned int, unsigned int, unsigned int, unsigned long, Util::IntrusivePtr<Vulkan::Image>)
0.07%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                getenv
0.06%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::clear_fb_pages()
0.06%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::register_accessed_cache_pages(unsigned int)
0.06%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!772d3ff0f6cde99496b2b99c9bec39!a9ee82cd83!
0.06%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::invalidate_cached_textures(std::__ndk1::vector<ParallelGS::CachedTextureMasked, std::__ndk1::allocator<ParallelGS::CachedTextureMasked>>&, unsigned int, unsigned int, unsigned int)
0.06%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a8e664]
0.06%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __futex_wait_ex(void volatile*, bool, int, bool, timespec const*)
0.06%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::CommandBuffer::flush_descriptor_sets()
0.06%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::mark_fb_read(ParallelGS::PageRect const&)
