Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0x0, config1 0x0, config2: 0x0)
Samples: 46818
Event count: 12047313660

Overhead  Command          Shared Object                                                                                                                 Symbol
0.06%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::invalidate_texture_cache(unsigned int)
0.06%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!d0051afa8fb0bb02a68e169738355f!a9ee82cd83!
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    std::__ndk1::condition_variable::wait(std::__ndk1::unique_lock<std::__ndk1::mutex>&)
0.05%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::HybridMutex::lock()
0.05%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!adf5c2b6bf504f0f87a1a84bacaed9!a9ee82cd83!
0.05%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                bool scudo::PageReleaseContext::markFreeBlocksInRegion<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int)>(scudo::IntrusiveList<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>> const&, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int), unsigned long, unsigned long, unsigned long, bool)
0.05%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::drawing_kick_primitive<false, false, false, 3u>(bool)
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::packed_XYZ<false, true, (ParallelGS::PRIMType)5>(void const*)
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::packed_XYZ<false>(void const*)
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::a_d_XYZ2(unsigned long)
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::vram_upload<0u>(void*, void const*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)
0.05%     com.ps2x.runner  /system/lib64/libutils.so                                                                                                     android::RefBase::decStrong(void const*) const
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    GS::tryProcessNativeImageUploadPacket(unsigned char const*, unsigned int)
0.05%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe7607be690]
0.05%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)
0.05%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!6b200851123c7898055fe62ff9f71f!a9ee82cd83!
0.05%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                pthread_cond_wait
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::mark_submission_timeline(ParallelGS::FlushReason)
0.05%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __aarch64_ldadd4_relax
0.05%     com.ps2x.runner  /system/lib64/libutils.so                                                                                                     android::RefBase::weakref_type::decWeak(void const*)
0.05%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::handle_clut_upload(unsigned int)
0.04%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!ae9df5840a3b187aa9f98544704c1f!a9ee82cd83!
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ps2x_gs_capture::packet(unsigned long, unsigned char, unsigned char const*, unsigned int)
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::upload_texture(ParallelGS::GSRenderer::TextureUpload const&)
0.04%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                clock_gettime
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::packed_ADONLY<1>(void const*, unsigned int)
0.04%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                free
0.04%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a8e664]
0.04%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::hasChanceToReleasePages(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, scudo::ReleaseToOS)
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::CommandBuffer::set_storage_buffer(unsigned int, unsigned int, Vulkan::Buffer const&, unsigned long, unsigned long)
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::flush_palette_upload()
0.04%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __aarch64_ldadd4_rel
0.04%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::quarantineOrDeallocateChunk(scudo::Options const&, void*, scudo::Chunk::UnpackedHeader*, unsigned long)
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::compute_effective_texture_rect(ParallelGS::TextureDescriptor const&)
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+9c38b4]
0.04%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a6b788]
0.04%     com.ps2x.runner  /system/lib64/libgui.so                                                                                                       @plt
0.04%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                pthread_mutex_unlock
0.04%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __strncmp_aarch64
0.04%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                pthread_mutex_lock
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+9b5f84]
0.04%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                android::properties::PropertyInfoArea::GetPropertyInfoIndexes(char const*, unsigned int*, unsigned int*) const
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::mark_transfer_write(ParallelGS::PageRect const&)
0.04%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!58e06a9b58abe22865d39e23634588!a9ee82cd83!
0.04%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::CommandBuffer::CommandBuffer(Vulkan::Device*, VkCommandBuffer_T*, VkPipelineCache_T*, Vulkan::CommandBuffer::Type, bool)
0.04%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!5a0699c3ca72d2a4339ece5430f16e!a9ee82cd83!
0.03%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::HybridMutex::unlock()
0.03%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                void scudo::releaseFreeMemoryToOS<scudo::RegionReleaseRecorder<scudo::MemMapLinux>, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)::'lambda'(unsigned long)>(scudo::PageReleaseContext&, scudo::RegionReleaseRecorder<scudo::MemMapLinux>&, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)::'lambda'(unsigned long))
0.03%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760b86c84]
0.03%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760cfb750]
0.03%     com.ps2x.runner  /vendor/lib64/libgrallocutils.so                                                                                              gralloc::GrallocSnapHelper::GetMetadata(native_handle*, unsigned long, void*, bool, bool, unsigned int, int*)
0.03%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                __strlen_aarch64
0.03%     com.ps2x.runner  /system/lib64/libcutils.so                                                                                                    atrace_get_enabled_tags
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::drawing_kick_update_state_vector()
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!9c0715a0352375a9ec27cf88ce6933!a9ee82cd83!
0.03%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe76082b218]
0.03%     com.ps2x.runner  /system/lib64/libbinder.so                                                                                                    android::Parcel::validateReadData(unsigned long) const
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!c0bdbccd34c2d6d6e41f30e3377faf!a9ee82cd83!
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ps2x_gs_capture::packetDone(unsigned long, unsigned long, unsigned char, unsigned char const*, unsigned int)
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!a7bb3bb1f0fbddef81e07429026269!a9ee82cd83!
0.03%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::deallocate(void*, scudo::Chunk::Origin, unsigned long, unsigned long)
0.03%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a8e860]
0.03%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe761a8e614]
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::flush_render_pass(ParallelGS::FlushReason)
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         glBindTexture
0.03%     com.ps2x.runner  /system/lib64/libgui.so                                                                                                       std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, void*>*>, bool> std::__1::__hash_table<std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, std::__1::__unordered_map_hasher<android::CallbackId, std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, android::CallbackIdHash, std::__1::equal_to<android::CallbackId>, true>, std::__1::__unordered_map_equal<android::CallbackId, std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, std::__1::equal_to<android::CallbackId>, android::CallbackIdHash, true>, std::__1::allocator<std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>>>::__emplace_unique_key_args<android::CallbackId, std::__1::piecewise_construct_t const&, std::__1::tuple<android::CallbackId const&>, std::__1::tuple<>>(android::CallbackId const&, std::__1::piecewise_construct_t const&, std::__1::tuple<android::CallbackId const&>&&, std::__1::tuple<>&&)
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!70f8c51321d6fb62e2620eea306542!a9ee82cd83!
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+9b7620]
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+c7a5f4]
0.03%     com.ps2x.runner  /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    rlDrawRenderBatch
0.03%     com.ps2x.runner  /system/lib64/libbinder.so                                                                                                    int android::Parcel::writeAligned<int>(int)
0.03%     com.ps2x.runner  /vendor/lib64/vendor.qti.hardware.display.snapalloc-impl.so                                                                   snapalloc::SnapMetadataManager::Get(snapalloc::SnapHandleInternal*, vendor_qti_hardware_display_common_MetadataType, void*)
0.03%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe7608299bc]
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    void ParallelGS::GSInterface::drawing_kick_primitive<true, false, true, 2u>(bool)
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::Device::submit_queue(Vulkan::QueueIndices, Vulkan::Device::InternalFence*, Vulkan::SemaphoreHolder*, unsigned int, Util::IntrusivePtr<Vulkan::SemaphoreHolder>*, int)
0.03%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                pthread_cond_broadcast
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!ba96aa6441649e6a505247b49219e4!a9ee82cd83!
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!f75edc7844eb329d6beb1dad6fac50!a9ee82cd83!
0.03%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760d2cbf8]
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!9b021458e64e7680dce8d40a8ae1dc!a9ee82cd83!
0.03%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe7616f10f8]
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+9c058c]
0.03%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760e25e20]
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!da77ca49d291dcb7c602c75bb1d44c!a9ee82cd83!
0.03%     com.ps2x.runner  /system/lib64/libbinder.so                                                                                                    @plt
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+94c370]
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!ea5a6408884608b8bf75be2039eefa!a9ee82cd83!
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!5da8efcfe93f7a45832c415bc2105c!a9ee82cd83!
0.03%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760bc8b28]
0.03%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!e94336f9c3a8e90238c7c8557996da!a9ee82cd83!
0.03%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::Helper::BatchComposer::~BatchComposer()
0.02%     GsWorker         /apex/com.android.runtime/lib64/bionic/libc.so                                                                                malloc
0.02%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!9e60d6ab3c8b338ac6b6bd948c6e66!a9ee82cd83!
0.02%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760dae79c]
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::CommandBuffer::dispatch(unsigned int, unsigned int, unsigned int)
0.02%     com.ps2x.runner  [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe76105a96c]
0.02%     com.ps2x.runner  /vendor/lib64/vendor.qti.hardware.display.snapalloc-impl.so                                                                   snapalloc::SnapAllocCore::GetMetadata(vendor::qti::hardware::display::snapalloc::SnapHandle*, vendor_qti_hardware_display_common_MetadataType, void*)
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::BreadcrumbsTracker::signal(Vulkan::BufferMarkerHandle)
0.02%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760829cac]
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+98f21c]
0.02%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe7611d5040]
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::BufferBlock::~BufferBlock()
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::compute_has_potential_feedback(ParallelGS::TEX0Bits const&, ParallelGS::CLAMPBits const&, ParallelGS::FRAMEBits const&, ParallelGS::ZBUFBits const&, unsigned int, bool&, bool&)
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Util::IntrusiveHashMapHolder<Util::IntrusivePODWrapper<unsigned int>>::insert_replace(Util::IntrusivePODWrapper<unsigned int>*)
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::copy_vram(ParallelGS::CopyDescriptor const&, ParallelGS::PageRect const&)
0.02%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!d3788dd45dc32101b56815d10065ce!a9ee82cd83!
0.02%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!5076e583aa8765198a272b40557a10!a9ee82cd83!
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+a62bb8]
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+a654b0]
0.02%     com.ps2x.runner  /vendor/lib64/libgrallocutils.so                                                                                              __cfi_check
0.02%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!396de7f0dcdc352ce74b2c134db29d!a9ee82cd83!
0.02%     com.ps2x.runner  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                getenv
0.02%     com.ps2x.runner  /vendor/lib64/libgsl.so                                                                                                       gsl_command_readtimestamp
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::PageTracker::find_cached_texture(unsigned long) const
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSInterface::flush_pending_transfer(bool)
0.02%     com.ps2x.runner  /system/lib64/libgui.so                                                                                                       android::layer_state_t::write(android::Parcel&) const
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::BufferBlock::allocate(unsigned long)
0.02%     com.ps2x.runner  /vendor/lib64/hw/mapper.qti.so                                                                                                stablec::vendor::qti::hardware::display::mapper5::QtiMapper5::GetExpectedSize(unsigned long)
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  libvulkan_freedreno.so[+9b7624]
0.02%     com.ps2x.runner  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                         !!!0000!e9f5ac27b329a2cca4f7780bd681f8!a9ee82cd83!
0.02%     com.ps2x.runner  /system/lib64/libandroid_runtime.so                                                                                           @plt
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    ParallelGS::GSRenderer::flush_rendering(ParallelGS::RenderPass const&, unsigned int, unsigned int, unsigned int)
0.02%     com.ps2x.runner  /vendor/lib64/vendor.qti.hardware.display.snapalloc-impl.so                                                                   snapalloc::SnapMetadataManager::ValidateAndMap(snapalloc::SnapHandleInternal*)
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libvulkan_freedreno.so  @plt
0.02%     GsWorker         [kernel.kallsyms]                                                                                                             [kernel.kallsyms][+ffffffe760aed210]
0.02%     GsWorker         /data/app/~~Hd1ne0JtfXtklWMy69PwAw==/com.ps2x.runner-uOg1LE2w5bsMaJZjY37MtQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so    Vulkan::CommandBuffer::set_storage_texture_level(unsigned int, unsigned int, Vulkan::ImageView const&, unsigned int)
