Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 130822
Event count: 98380655774

Overhead  Command          Symbol
0.06%     GameThread       VU1RecompImage<17692172933381506641ul>::f2eb0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GameThread       VU1RecompImage<11917748289753363281ul>::f0750(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GameThread       VU1RecompImage<11917748289753363281ul>::f04c8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GameThread       sub_0033B748_0x33b748(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     GameThread       VU1RecompImage<12499688582289950957ul>::f1468(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GameThread       sub_00382AF0_0x382af0(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     GameThread       VU1RecompImage<11917748289753363281ul>::f0558(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GameThread       VU1RecompImage<17692172933381506641ul>::f29d0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GsWorker         ParallelGS::PageTracker::register_accessed_fb_pages(unsigned int)
0.06%     GsWorker         ParallelGS::GSInterface::check_frame_buffer_state()
0.06%     GameThread       sub_0037D090_0x37d090(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     GameThread       VU1RecompImage<11917748289753363281ul>::f0618(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     AAudio_1         ma_linear_resampler_process_pcm_frames
0.05%     GameThread       VU1RecompImage<17692172933381506641ul>::f30e8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<17692172933381506641ul>::f3198(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0588(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f04d8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<17692172933381506641ul>::f2ed0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1Interpreter::queueViWrite(unsigned char, int, unsigned int)
0.05%     GameThread       VU1RecompImage<12499688582289950957ul>::f1418(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<12951700169819473931ul>::f2e20(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         ParallelGS::PageTracker::register_accessed_readback_page(unsigned int)
0.05%     GameThread       sub_00375A08_0x375a08(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0550(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<17692172933381506641ul>::f0ab0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<12951700169819473931ul>::f2860(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<12951700169819473931ul>::f2800(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         GS::noteConsumedCommand(GsCommand const&)
0.05%     GameThread       VU1RecompImage<12951700169819473931ul>::f27f8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<12499688582289950957ul>::f1478(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<12951700169819473931ul>::f2838(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<12951700169819473931ul>::f2848(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       scudo::HybridMutex::unlock()
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0740(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<12951700169819473931ul>::f2850(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0728(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0580(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<17692172933381506641ul>::f1490(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0730(VU1Interpreter&, VU1Interpreter::RunContext&)
