Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 128639
Event count: 116665403085

Overhead  Command          Pid   Tid   Shared Object                                                                                                               Symbol
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!9c0715a0352375a9ec27cf88ce6933!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/hw/mapper.qti.so                                                                                              stablec::vendor::qti::hardware::display::mapper5::QtiMapper5::GetExpectedSize(unsigned long)
0.00%     AAudio_1         1454  1655  /system/lib64/libaaudio_internal.so                                                                                         @plt
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!da77ca49d291dcb7c602c75bb1d44c!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760e7b1b0]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969424]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79690cc]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d98]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79690c8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969048]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968dc8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+e10640]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968c64]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969114]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc084]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dff228]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!d0051afa8fb0bb02a68e169738355f!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              realloc
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc028]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!92f1eb72a30f0e5ff9db25790b6028!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::deallocate(void*, scudo::Chunk::Origin, unsigned long, unsigned long)
0.00%     com.ps2x.runner  1454  1608  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  rlDrawRenderBatch
0.00%     com.ps2x.runner  1454  1608  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe76082996c]
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libutils.so                                                                                                   android::RefBase::incStrong(void const*) const
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!7e340ca03eeee3bd0425e9948f8713!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/libgrallocutils.so                                                                                            gralloc::GrallocSnapHelper::GetMetadata(native_handle*, unsigned long, void*, bool, bool, unsigned int, int*)
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!9b021458e64e7680dce8d40a8ae1dc!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!28fb45b73653de16a0d74984cdcd2d!a9ee82cd83!
0.00%     AAudio_1         1454  1655  /system/lib64/libcutils.so                                                                                                  atrace_get_enabled_tags
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!fe288f3d2a5bfa4632d9bf3bc21f64!a9ee82cd83!
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79688d0]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79692c8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79692c4]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968ce0]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79693b8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79690a8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968fc8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969040]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968cbc]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d48]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+e10604]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Memory::processVIF1Data(unsigned char const*, unsigned int)
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968cf0]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79690e0]
0.00%     AAudio_1         1454  1655  /system/lib64/libaaudio_internal.so                                                                                         aaudio::flowgraph::SourceFloat::onProcess(int)
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!70f8c51321d6fb62e2620eea306542!a9ee82cd83!
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Runtime::dispatchGuestBranch(unsigned char*, R5900Context*, unsigned int, unsigned int, unsigned int, PS2Runtime::GuestBranchKind, char const*)
0.00%     com.ps2x.runner  1454  1608  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe7616f10f8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc18c]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/libgrallocutils.so                                                                                            std::__1::unordered_map<vendor_qti_hardware_display_common_MetadataType, vendor::qti::hardware::display::snapalloc::Error (gralloc::GrallocSnapHelper::*)(vendor::qti::hardware::display::snapalloc::SnapHandle*, unsigned int, void*, void*, vendor::qti::hardware::display::snapalloc::BufferDescriptor*, bool, int*), std::__1::hash<vendor_qti_hardware_display_common_MetadataType>, std::__1::equal_to<vendor_qti_hardware_display_common_MetadataType>, std::__1::allocator<std::__1::pair<vendor_qti_hardware_display_common_MetadataType const, vendor::qti::hardware::display::snapalloc::Error (gralloc::GrallocSnapHelper::*)(vendor::qti::hardware::display::snapalloc::SnapHandle*, unsigned int, void*, void*, vendor::qti::hardware::display::snapalloc::BufferDescriptor*, bool, int*)>>>::operator[](vendor_qti_hardware_display_common_MetadataType const&)
0.00%     com.ps2x.runner  1454  1608  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe761a8e664]
0.00%     GameThread       1454  1656  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760a277ec]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc074]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/vendor.qti.hardware.display.snapalloc-impl.so                                                                 __cfi_check
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbeec]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc00c]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc19c]
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libutils.so                                                                                                   android::RefBase::decStrong(void const*) const
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc10c]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dff218]
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libgui.so                                                                                                     std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, void*>*>, bool> std::__1::__hash_table<std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, std::__1::__unordered_map_hasher<android::CallbackId, std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, android::CallbackIdHash, std::__1::equal_to<android::CallbackId>, true>, std::__1::__unordered_map_equal<android::CallbackId, std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>, std::__1::equal_to<android::CallbackId>, android::CallbackIdHash, true>, std::__1::allocator<std::__1::__hash_value_type<android::CallbackId, android::TransactionCompletedListener::CallbackTranslation>>>::__emplace_unique_key_args<android::CallbackId, std::__1::piecewise_construct_t const&, std::__1::tuple<android::CallbackId const&>, std::__1::tuple<>>(android::CallbackId const&, std::__1::piecewise_construct_t const&, std::__1::tuple<android::CallbackId const&>&&, std::__1::tuple<>&&)
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc030]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!a7bb3bb1f0fbddef81e07429026269!a9ee82cd83!
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_0019D250_0x19d250(unsigned char*, R5900Context*, PS2Runtime*)
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libbinder.so                                                                                                  @plt
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libgui.so                                                                                                     android::layer_state_t::~layer_state_t()
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!5076e583aa8765198a272b40557a10!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libgui.so                                                                                                     android::TransactionCompletedListener::addCallbackFunctionLocked(std::__1::function<void (long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)> const&, std::__1::unordered_set<android::sp<android::SurfaceControl>, android::SurfaceComposerClient::SCHash, std::__1::equal_to<android::sp<android::SurfaceControl>>, std::__1::allocator<android::sp<android::SurfaceControl>>> const&, android::CallbackId::Type)
0.00%     com.ps2x.runner  1454  1608  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe7616f39b0]
0.00%     com.ps2x.runner  1454  1608  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8370]
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libcutils.so                                                                                                  atrace_get_enabled_tags
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/libadreno_utils.so                                                                                            adreno_get_family_id
0.00%     AAudio_1         1454  1655  /system/lib64/libaaudio_internal.so                                                                                         aaudio::flowgraph::FlowGraphPortFloatInput::pullData(long, int)
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libc++.so                                                                                                     std::__1::mutex::lock()
0.00%     binder:1454_3    1454  1598  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              pthread_mutex_lock
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969020]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796d8b8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79689f8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969a10]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+e105fc]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969080]
0.00%     GameThread       1454  1656  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760d35864]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796915c]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+e105dc]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968fcc]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+e1062c]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968dcc]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+e1064c]
0.00%     com.ps2x.runner  1454  1608  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              __aarch64_ldadd4_rel
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968fdc]
0.00%     GameThread       1454  1656  /apex/com.android.runtime/bin/linker64                                                                                      [linker]do_dl_iterate_phdr(int (*)(dl_phdr_info*, unsigned long, void*), void*)
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00398A60_0x398a60(unsigned char*, R5900Context*, PS2Runtime*)
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dff424]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc034]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc06c]
0.00%     com.ps2x.runner  1454  1608  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              __close
0.00%     binder:1454_4    1454  1630  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc28c]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!fd2c4d637902c4b52ae593dae8a3cb!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       glUniform1i
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc328]
0.00%     com.ps2x.runner  1454  1608  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              __aarch64_swp2_rel
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libgui.so                                                                                                     android::BufferQueueProducer::queueBuffer(int, android::IGraphicBufferProducer::QueueBufferInput const&, android::IGraphicBufferProducer::QueueBufferOutput*)
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!788a94b791f481718be1df9bbb4860!a9ee82cd83!
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc044]
0.00%     com.ps2x.runner  1454  1608  /system/lib64/libutils.so                                                                                                   android::VectorImpl::_grow(unsigned long, unsigned long)
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/libgrallocutils.so                                                                                            __cfi_check
0.00%     com.ps2x.runner  1454  1608  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760829cac]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc2a0]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbf0c]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!0e6b00ab8c4b112f9f6effa6a8b2b5!a9ee82cd83!
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbf60]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc180]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbee8]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  EeScheduler::checkpointDue(unsigned int)
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbfec]
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!6042f9103fb5cae8b77148d6d52326!a9ee82cd83!
0.00%     com.ps2x.runner  1454  1608  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!ea5a6408884608b8bf75be2039eefa!a9ee82cd83!
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbf1c]
0.00%     GameThread       1454  1656  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc1b8]
0.00%     binder:1454_4    1454  1630  /system/lib64/libutils.so                                                                                                   android::RefBase::decStrong(void const*) const
