Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 194954
Event count: 166417934387

Overhead  Command          Pid  Tid  Shared Object                                                                                                               Symbol
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc240]
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8400]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796d884]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbf08]
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8310]
0.01%     GameThread       309  379  /apex/com.android.runtime/lib64/bionic/libm.so                                                                              fesetround
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc31c]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc260]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d58]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796ca38]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d38]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796d8b4]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Memory::translateAddress(unsigned int)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796d8a4]
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8340]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00362DE8_0x362de8(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc280]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Memory::processVIF1Data(unsigned char const*, unsigned int)
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8320]
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760d8565c]
0.01%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::popBlocksImpl(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned int*, unsigned short)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc144]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  ps2_e15::Trace::Trace(char const*, unsigned long, unsigned char const*, R5900Context const*, unsigned int, unsigned int, int)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00382AF0_0x382af0(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::refill(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::PerClass*, unsigned long, unsigned short)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f1c]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d08]
0.01%     GameThread       309  379  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              pthread_mutex_unlock
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  std::__ndk1::mutex::unlock()
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Memory::read32(unsigned int)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f5c]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dff430]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f60]
0.01%     AAudio_1         309  378  /system/lib64/libaaudio_internal.so                                                                                         aaudio::flowgraph::FlowGraphPortFloatOutput::pullData(long, int)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d3c]
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe761a8e860]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dff214]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796dd34]
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760a277ec]
0.01%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              @plt
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00363490_0x363490(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_001A1CE8_0x1a1ce8(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo::HybridMutex::lock()
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  ps2_e15::Trace::end(unsigned long, bool)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00375A08_0x375a08(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a846c]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  VU1Interpreter::resetScheduler()
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Runtime::lookupFunction(unsigned int)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_003921F0_0x3921f0(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  VU1Interpreter::queueAccWrite(unsigned char, float const*, unsigned int)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968de8]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796c858]
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760a21918]
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe761a8e664]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796d8b0]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  std::__ndk1::mutex::lock()
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00364050_0x364050(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968ee0]
0.01%     GameThread       309  379  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo::HybridMutex::tryLock()
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_003975E0_0x3975e0(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a85b0]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  GS::buildDrawBatch(int) const
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d88]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfc018]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f3c]
0.01%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo_free
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  VU1Interpreter::applyFmacDestAcc(float*, unsigned char)
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe761a8e614]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00394ED0_0x394ed0(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_003A0048_0x3a0048(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_0038F460_0x38f460(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::popBlocks(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, unsigned int*, unsigned short)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968fac]
0.01%     binder:309_4     309  365  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe761a8e810]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968d20]
0.01%     AAudio_1         309  378  /system/lib64/libaaudio_internal.so                                                                                         aaudio::flowgraph::Limiter::onProcess(int)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_00368660_0x368660(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760829a08]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Memory::write64(unsigned int, unsigned long)
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_003A3280_0x3a3280(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8468]
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a843c]
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8598]
0.01%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760a21904]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f70]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968eec]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968edc]
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  VU1Interpreter::pipelinesPending() const
0.01%     AAudio_1         309  378  /system/lib64/libaaudio_internal.so                                                                                         aaudio::flowgraph::SourceFloat::onProcess(int)
0.01%     com.ps2x.runner  309  343  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                       !!!0000!772d3ff0f6cde99496b2b99c9bec39!a9ee82cd83!
0.01%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              pthread_mutex_unlock
0.01%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_0037D968_0x37d968(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8408]
0.01%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a8440]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f78]
0.00%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              __vfprintf
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  sub_002AB6B0_0x2ab6b0(unsigned char*, R5900Context*, PS2Runtime*)
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  GS::writeRegisterPacked(unsigned char, unsigned long, unsigned long)
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+79690c0]
0.00%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760feac60]
0.00%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe7611d4f98]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+dfbee4]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7969184]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f38]
0.00%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe761137024]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Memory::writeIORegister(unsigned int, unsigned int)
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+7968f00]
0.00%     com.ps2x.runner  309  343  [kernel.kallsyms]                                                                                                           [kernel.kallsyms][+ffffffe760e25e20]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+796d89c]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Memory::write32(unsigned int, unsigned int)
0.00%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a85a8]
0.00%     GameThread       309  379  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  PS2Runtime::Store32(unsigned char*, R5900Context*, unsigned int, unsigned int)
0.00%     com.ps2x.runner  309  343  /apex/com.android.runtime/lib64/bionic/libc.so                                                                              __sfvwrite
0.00%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a845c]
0.00%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a844c]
0.00%     com.ps2x.runner  309  343  /data/app/~~iJ9u4zXpt7Nae68VO9zlyA==/com.ps2x.runner-2TG_FPWA9orWwqB6n_6OhQ==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so  libps2EntryRunner.so[+78a859c]
