window ticks 1836->2384 (548 frames) wall 60.21 s = 109.88 ms/frame, 9.10 vs/s
tid comm cpu_s cpu_ms_per_frame util_pct
24738 GameThread 31.56 57.59 52.4
24717 GsWorker 8.52 15.55 14.2
24714 com.ps2x.runner 4.69 8.56 7.8
24737 AAudio_1 0.22 0.40 0.4
24725 binder:24696_4 0.12 0.22 0.2
24741 PGS-Waiter 0.05 0.09 0.1
24723 binder:24696_3 0.04 0.07 0.1
24746 binder:24696_4 0.03 0.05 0.0
24708 binder:24696_2 0.03 0.05 0.0
