POLL t=10.3 tick=600
8333333
456716513674937	456716530036812	456716513977906
456716530362541	456716546469416	456716530649156
456716547112072	456716562902853	456716547396968
456716563909468	456716579336031	456716564179312
456716580467437	456716595770197	456716580742750
456716596992697	456716612202384	456716597306343
456716613846447	456716628633114	456716614133635
456716630498531	456716645068270	456716630795250
456716647141031	456716661502385	456716647423687
456716663627385	456716677936863	456716663910562
456716680509468	456716694371238	456716680782593
456716697278166	456716710805822	456716697537593
456716713695666	456716727238738	456716713983843
456716730313322	456716743669624	456716730585406
456716746980979	456716760103322	456716747256343
456716763711343	456716776536708	456716763980093
456716780383479	456716792969416	456716780669104
456716797050249	456716809403634	456716797326812
456716813836031	456716825838270	456716814131291
456716830344468	456716842272020	456716830623999
456716847095406	456716858705613	456716847366499
456716863653479	456716875138635	456716863926031
456716880744104	456716891573530	456716881018062
456716897219260	456716908006291	456716897504937
456716913941187	456716924439363	456716914225874
456716930530354	456716940872540	456716930803791
456716947376499	456716957303791	456716947656343
456716963945249	456716981953843	456716964199312
456716980747854	456716998388009	456716981026031
456716997275874	456717014820093	456716997551812
456717013904416	456717031252437	456717014189416
456717030426187	456717047687645	456717030707749
456717047169729	456717064121812	456717047459937
456717063738999	456717080554363	456717064044624
456717080493999	456717096985926	456717080788687
456717097067593	456717113419520	456717097354312
456717113871656	456717129853322	456717114145249
456717130323843	456717146285614	456717130624937
456717147110249	456717162718999	456717147385718
456717163873947	456717179152436	456717164132385
456717180533687	456717195585562	456717180802437
456717196997437	456717212021238	456717197277749
456717213718843	456717228456916	456717214017541
456717230397281	456717244890040	456717230686343
456717247185249	456717261322072	456717247488531
456717263730249	456717277754676	456717264018791
456717280293687	456717294187228	456717280571031
456717297060874	456717310619885	456717297356603
456717313960562	456717327052384	456717314225406
456717330529937	456717343485249	456717330830041
456717347064312	456717359917489	456717347372906
456717363751812	456717376348895	456717364029312
456717380426812	456717392779832	456717380696812
456717397217280	456717409210353	456717397507124
456717413895874	456717425644415	456717414178374
456717430293530	456717442076342	456717430602280
456717447034937	456717458508582	456717447320718
456717463772593	456717474939363	456717464064416
456717480611968	456717491369832	456717480890562
456717496991291	456717507802280	456717497270562
456717513753843	456717524233530	456717514038999
456717530434572	456717540664832	456717530725718
456717547108530	456717557095145	456717547410718
456717563712697	456717581742488	456717563951812
456717580431343	456717598174936	456717580708374
456717597109416	456717614608478	456717597384885
456717613904624	456717631039571	456717614194780
456717630509937	456717647471968	456717630796812
456717647038843	456717663904520	456717647349937
456717663764312	456717680338738	456717664078426
456717680584103	456717696774780	456717680863791
456717697119624	456717713209936	456717697405353
456717713865562	456717729645352	456717714145874
456717730414260	456717746079937	456717730694155
456717747053687	456717762511812	456717747368374
456717763814624	456717778945509	456717764095093
456717780613687	456717795379364	456717780892541
456717797137124	456717811816238	456717797416187
456717813734259	456717828249259	456717814021343
456717830353687	456717844684676	456717830630093
456717847067124	456717861120718	456717847424624
456717863852280	456717877554831	456717864136603
456717880407853	456717893990978	456717880696447
456717897046134	456717910425509	456717897336291
456717914023478	456717926860770	456717914313530
456717930589468	456717943295509	456717930878687
456717947207905	456717959729779	456717947485666
456717963909572	456717976163374	456717964169780
456717980679624	456717992595769	456717980962853
456717997250822	456718009029415	456717997530562
