window ticks 1984->2560 (576 frames) wall 25.22 s = 43.78 ms/frame, 22.84 vs/s
tid comm cpu_s cpu_ms_per_frame util_pct
12224 MTVU 16.33 28.35 64.8
12215 GameThread 7.51 13.04 29.8
12194 GsWorker 5.12 8.89 20.3
12213 AAudio_1 0.08 0.14 0.3
12217 PGS-Waiter 0.03 0.05 0.1
12192 com.ps2x.runner 0.03 0.05 0.1
12183 binder:12168_3 0.02 0.03 0.1
12180 binder:12168_1 0.01 0.02 0.0
