Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 148317
Event count: 126658118938

Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Shared Object
0.07%     WaitTime                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     VU1Interpreter::decodeUpperUsage(unsigned int) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     [kernel.kallsyms][+ffffffe760855968]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.07%     [kernel.kallsyms][+ffffffe761a6b788]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.06%     scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::quarantineOrDeallocateChunk(scudo::Options const&, void*, scudo::Chunk::UnpackedHeader*, unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         /apex/com.android.runtime/lib64/bionic/libc.so
0.06%     pthread_mutex_lock                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    /apex/com.android.runtime/lib64/bionic/libc.so
0.06%     VU1Interpreter::pipelinesPending() const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     [kernel.kallsyms][+ffffffe761a79560]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.06%     __aarch64_ldadd8_relax                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     sub_00376938_0x376938(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     void ParallelGS::GSInterface::drawing_kick<(ParallelGS::PRIMType)4>(bool)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     std::__ndk1::pair<std::__ndk1::__hash_iterator<std::__ndk1::__hash_node<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, void*>*>, bool> std::__ndk1::__hash_table<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::__unordered_map_hasher<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::hash<unsigned int>, std::__ndk1::equal_to<unsigned int>, true>, std::__ndk1::__unordered_map_equal<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::equal_to<unsigned int>, std::__ndk1::hash<unsigned int>, true>, std::__ndk1::allocator<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>>>::__emplace_unique_key_args<unsigned int, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>, std::__ndk1::tuple<>>(unsigned int const&, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>&&, std::__ndk1::tuple<>&&)  /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     [kernel.kallsyms][+ffffffe761a83a5c]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.06%     [kernel.kallsyms][+ffffffe760cf8c1c]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.05%     [kernel.kallsyms][+ffffffe761a8e614]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.05%     VU1Interpreter::queueClip(unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.05%     VU1Interpreter::decodeInstructionPair(unsigned char const*, unsigned int) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       /data/app/~~Tw-cqYQIQ8C9F-9VNa-tjQ==/com.ps2x.runner-6lwKPhyd1JqRxAwZpsTXEg==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.05%     [kernel.kallsyms][+ffffffe761a795a8]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
