Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 601798
Event count: 428955035635

Overhead  Command          Symbol
0.04%     GsWorker         libvulkan_freedreno.so[+b48964]
0.04%     GsWorker         libvulkan_freedreno.so[+b48900]
0.04%     GsWorker         libvulkan_freedreno.so[+c6b8b8]
0.04%     GsWorker         libvulkan_freedreno.so[+bcafb8]
0.04%     GsWorker         libvulkan_freedreno.so[+aa12ec]
0.04%     GsWorker         libvulkan_freedreno.so[+c6322c]
0.04%     GsWorker         libvulkan_freedreno.so[+c1ef30]
0.04%     GsWorker         [kernel.kallsyms][+ffffffe761a79558]
0.04%     GsWorker         libvulkan_freedreno.so[+c65100]
0.04%     GsWorker         libvulkan_freedreno.so[+b40e38]
0.04%     GsWorker         libvulkan_freedreno.so[+c60658]
0.04%     GsWorker         libvulkan_freedreno.so[+b415c8]
0.04%     GsWorker         scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::refill(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::PerClass*, unsigned long, unsigned short)
0.04%     GsWorker         libvulkan_freedreno.so[+b6bdac]
0.04%     GsWorker         libvulkan_freedreno.so[+b47338]
0.04%     GsWorker         libvulkan_freedreno.so[+c1d118]
0.04%     GsWorker         libvulkan_freedreno.so[+c6b8e4]
0.04%     GsWorker         libvulkan_freedreno.so[+c3f5a4]
0.04%     GsWorker         libvulkan_freedreno.so[+c609f4]
0.04%     GsWorker         libvulkan_freedreno.so[+b40d94]
0.04%     GsWorker         libvulkan_freedreno.so[+a96c9c]
0.04%     GsWorker         libvulkan_freedreno.so[+b41594]
0.04%     GsWorker         libvulkan_freedreno.so[+a96cd4]
0.04%     GsWorker         libvulkan_freedreno.so[+a96cdc]
0.04%     GsWorker         libvulkan_freedreno.so[+b47368]
0.04%     GsWorker         libvulkan_freedreno.so[+b6b8b8]
0.04%     GsWorker         libvulkan_freedreno.so[+c65890]
0.04%     GsWorker         libvulkan_freedreno.so[+aa1220]
0.04%     GsWorker         [kernel.kallsyms][+ffffffe760dd7868]
0.04%     GsWorker         libvulkan_freedreno.so[+b47d2c]
0.04%     GsWorker         libvulkan_freedreno.so[+c631b0]
0.04%     GsWorker         libvulkan_freedreno.so[+b40d64]
0.04%     GsWorker         libvulkan_freedreno.so[+b40fc0]
0.04%     GsWorker         libvulkan_freedreno.so[+bb3890]
0.04%     GsWorker         libvulkan_freedreno.so[+b40d58]
0.04%     GsWorker         libvulkan_freedreno.so[+c416e0]
0.04%     GsWorker         [kernel.kallsyms][+ffffffe76085844c]
0.04%     GsWorker         libvulkan_freedreno.so[+c6577c]
0.04%     GsWorker         libvulkan_freedreno.so[+c64be0]
0.04%     GsWorker         libvulkan_freedreno.so[+b48970]
0.04%     GsWorker         libvulkan_freedreno.so[+c28988]
0.04%     GsWorker         libvulkan_freedreno.so[+b47320]
0.04%     GsWorker         libvulkan_freedreno.so[+ab82c8]
0.03%     GsWorker         libvulkan_freedreno.so[+b6b94c]
0.03%     GsWorker         libvulkan_freedreno.so[+b415a4]
0.03%     GsWorker         libvulkan_freedreno.so[+c41ddc]
0.03%     GsWorker         libvulkan_freedreno.so[+aed324]
0.03%     GsWorker         libvulkan_freedreno.so[+c17b60]
0.03%     GsWorker         libvulkan_freedreno.so[+b6c3f8]
0.03%     GsWorker         libvulkan_freedreno.so[+c631cc]
0.03%     GsWorker         libvulkan_freedreno.so[+c65bec]
0.03%     GsWorker         libvulkan_freedreno.so[+b88860]
0.03%     GsWorker         libvulkan_freedreno.so[+b86264]
0.03%     GsWorker         libvulkan_freedreno.so[+c65bb8]
0.03%     GsWorker         libvulkan_freedreno.so[+aed1cc]
0.03%     GsWorker         libvulkan_freedreno.so[+ae4ba0]
0.03%     GsWorker         libvulkan_freedreno.so[+ab06a8]
0.03%     GsWorker         [kernel.kallsyms][+ffffffe760858438]
0.03%     GsWorker         libvulkan_freedreno.so[+c659f0]
0.03%     GsWorker         libvulkan_freedreno.so[+aed1ac]
0.03%     GsWorker         libvulkan_freedreno.so[+b888d0]
0.03%     GameThread       EeScheduler::checkpointDue(unsigned int)
0.03%     GsWorker         libvulkan_freedreno.so[+b6c1e0]
0.03%     GsWorker         libvulkan_freedreno.so[+c6b8c4]
0.03%     GsWorker         [kernel.kallsyms][+ffffffe761a79570]
0.03%     GsWorker         libvulkan_freedreno.so[+c1e654]
0.03%     GsWorker         libvulkan_freedreno.so[+c65774]
0.03%     GsWorker         libvulkan_freedreno.so[+c63748]
0.03%     GsWorker         libvulkan_freedreno.so[+b859b0]
0.03%     GsWorker         libvulkan_freedreno.so[+c659e4]
0.03%     GsWorker         libvulkan_freedreno.so[+c1d0f8]
0.03%     GsWorker         libvulkan_freedreno.so[+c65a8c]
0.03%     GsWorker         libvulkan_freedreno.so[+b6be54]
0.03%     GsWorker         libvulkan_freedreno.so[+ab04e0]
0.03%     GsWorker         libvulkan_freedreno.so[+b6c1c4]
0.03%     GsWorker         libvulkan_freedreno.so[+c659a4]
0.03%     GsWorker         libvulkan_freedreno.so[+ae5d3c]
0.03%     GsWorker         libvulkan_freedreno.so[+aed17c]
0.03%     GsWorker         libvulkan_freedreno.so[+aed13c]
0.03%     GsWorker         libvulkan_freedreno.so[+b488ec]
0.03%     GsWorker         libvulkan_freedreno.so[+b48954]
0.03%     GsWorker         libvulkan_freedreno.so[+b6c458]
0.03%     GsWorker         libvulkan_freedreno.so[+b40d54]
0.03%     GsWorker         libvulkan_freedreno.so[+b857ec]
0.03%     GsWorker         libvulkan_freedreno.so[+c1cbb0]
0.03%     GameThread       VU1Interpreter::queueAccWrite(unsigned char, float const*, unsigned int)
0.03%     GsWorker         libvulkan_freedreno.so[+b487e4]
0.03%     GsWorker         libvulkan_freedreno.so[+aa1194]
0.03%     GsWorker         libvulkan_freedreno.so[+c65224]
0.03%     GsWorker         libvulkan_freedreno.so[+ab81ac]
0.03%     GsWorker         libvulkan_freedreno.so[+c60330]
0.03%     GsWorker         libvulkan_freedreno.so[+c1cff8]
0.03%     GsWorker         libvulkan_freedreno.so[+b7b64c]
0.03%     GsWorker         libvulkan_freedreno.so[+c565dc]
0.03%     GsWorker         libvulkan_freedreno.so[+aed15c]
0.03%     GsWorker         libvulkan_freedreno.so[+c65ad4]
0.03%     GsWorker         [kernel.kallsyms][+ffffffe761a8e544]
0.03%     GsWorker         libvulkan_freedreno.so[+c606b0]
0.03%     GsWorker         libvulkan_freedreno.so[+c65098]
0.03%     GsWorker         libvulkan_freedreno.so[+c606a0]
0.03%     GsWorker         libvulkan_freedreno.so[+af0b80]
0.03%     GsWorker         libvulkan_freedreno.so[+c28994]
0.03%     GameThread       VU1Interpreter::applyFmacDest(float*, float*, unsigned char)
0.03%     GsWorker         libvulkan_freedreno.so[+b40d04]
0.03%     GsWorker         libvulkan_freedreno.so[+b6bfb0]
0.03%     GsWorker         libvulkan_freedreno.so[+c650a4]
0.03%     GsWorker         libvulkan_freedreno.so[+c659c4]
0.03%     GsWorker         libvulkan_freedreno.so[+b4596c]
0.03%     GsWorker         libvulkan_freedreno.so[+c3f5e0]
0.03%     GsWorker         libvulkan_freedreno.so[+aa0e88]
0.03%     GsWorker         libvulkan_freedreno.so[+b788b0]
0.03%     GsWorker         libvulkan_freedreno.so[+c60638]
0.03%     GsWorker         libvulkan_freedreno.so[+c65754]
0.03%     GsWorker         libvulkan_freedreno.so[+b6be7c]
0.03%     GsWorker         libvulkan_freedreno.so[+c1cf30]
0.03%     GsWorker         scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::hasChanceToReleasePages(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, scudo::ReleaseToOS)
0.03%     GsWorker         libvulkan_freedreno.so[+bcc4ac]
0.03%     GsWorker         libvulkan_freedreno.so[+b48a58]
0.03%     GsWorker         libvulkan_freedreno.so[+aa1168]
0.03%     GsWorker         libvulkan_freedreno.so[+af0b88]
0.03%     GsWorker         libvulkan_freedreno.so[+b6b9a8]
0.03%     GsWorker         libvulkan_freedreno.so[+c1cf20]
0.03%     GsWorker         libvulkan_freedreno.so[+bcbd90]
0.03%     GsWorker         libvulkan_freedreno.so[+b6b8a8]
0.03%     GsWorker         libvulkan_freedreno.so[+c1d1f4]
0.03%     GsWorker         libvulkan_freedreno.so[+aed270]
0.03%     GameThread       VU1Interpreter::decodeLowerUsage(unsigned int) const
0.03%     GsWorker         libvulkan_freedreno.so[+bcafb4]
0.03%     GameThread       __vfprintf
0.03%     GsWorker         libvulkan_freedreno.so[+ae4b6c]
0.03%     GsWorker         libvulkan_freedreno.so[+aed204]
0.03%     GsWorker         libvulkan_freedreno.so[+c41dd8]
0.03%     GsWorker         libvulkan_freedreno.so[+ab342c]
0.03%     GsWorker         libvulkan_freedreno.so[+b45490]
0.03%     GsWorker         libvulkan_freedreno.so[+c65764]
0.03%     GameThread       VU1Interpreter::decodeUpperUsage(unsigned int) const
0.03%     GameThread       [kernel.kallsyms][+ffffffe760ad37c0]
0.03%     GsWorker         libvulkan_freedreno.so[+b6e43c]
0.03%     GsWorker         scudo::MemMapLinux::releaseAndZeroPagesToOSImpl(unsigned long, unsigned long)
0.03%     GsWorker         libvulkan_freedreno.so[+c657b4]
0.03%     GsWorker         libvulkan_freedreno.so[+b40fa8]
0.03%     GsWorker         libvulkan_freedreno.so[+c38c94]
0.03%     GsWorker         libvulkan_freedreno.so[+c65128]
0.03%     GsWorker         libvulkan_freedreno.so[+c65b90]
0.03%     GsWorker         libvulkan_freedreno.so[+b48a48]
0.03%     GsWorker         libvulkan_freedreno.so[+c65b2c]
0.03%     GsWorker         libvulkan_freedreno.so[+c1d320]
0.03%     GsWorker         libvulkan_freedreno.so[+b48998]
0.03%     GsWorker         libvulkan_freedreno.so[+b6bd6c]
0.03%     GameThread       sub_003CB540_0x3cb540(unsigned char*, R5900Context*, PS2Runtime*)
0.03%     GsWorker         libvulkan_freedreno.so[+c65a5c]
0.03%     GsWorker         libvulkan_freedreno.so[+aed230]
0.03%     GsWorker         libvulkan_freedreno.so[+aa11f0]
0.03%     GsWorker         libvulkan_freedreno.so[+b7a808]
0.03%     GsWorker         libvulkan_freedreno.so[+c65784]
0.03%     GsWorker         [kernel.kallsyms][+ffffffe760d35018]
0.03%     GsWorker         scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::popBlocks(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, unsigned int*, unsigned short)
0.03%     GsWorker         libvulkan_freedreno.so[+c1ef2c]
0.03%     GsWorker         libvulkan_freedreno.so[+c65760]
0.03%     GsWorker         libvulkan_freedreno.so[+b6be9c]
0.03%     GsWorker         libvulkan_freedreno.so[+b40cf0]
0.03%     GsWorker         libvulkan_freedreno.so[+c603e4]
0.03%     GsWorker         libvulkan_freedreno.so[+c28b78]
0.03%     GsWorker         libvulkan_freedreno.so[+aed250]
0.03%     GsWorker         [kernel.kallsyms][+ffffffe761a8e664]
0.03%     GsWorker         libvulkan_freedreno.so[+b40d1c]
0.03%     GsWorker         libvulkan_freedreno.so[+b6b3e4]
0.03%     GsWorker         libvulkan_freedreno.so[+c65ab4]
0.03%     GsWorker         libvulkan_freedreno.so[+bcbd5c]
0.03%     GsWorker         libvulkan_freedreno.so[+c65bc4]
0.03%     GsWorker         libvulkan_freedreno.so[+c44088]
0.03%     GsWorker         libvulkan_freedreno.so[+c65b9c]
0.03%     GsWorker         libvulkan_freedreno.so[+c41798]
0.03%     GsWorker         libvulkan_freedreno.so[+a96cc4]
0.03%     GsWorker         libvulkan_freedreno.so[+b48a08]
0.03%     GsWorker         libvulkan_freedreno.so[+b410f0]
0.03%     GsWorker         libvulkan_freedreno.so[+c175f8]
0.03%     GsWorker         libvulkan_freedreno.so[+c19904]
0.03%     GsWorker         libvulkan_freedreno.so[+c1cf3c]
0.03%     GsWorker         libvulkan_freedreno.so[+b40dac]
0.03%     GsWorker         libvulkan_freedreno.so[+c60688]
0.03%     GsWorker         libvulkan_freedreno.so[+b489a8]
0.03%     GsWorker         libvulkan_freedreno.so[+b41018]
0.03%     GsWorker         libvulkan_freedreno.so[+c653ac]
0.03%     GsWorker         libvulkan_freedreno.so[+c1d494]
0.03%     GsWorker         libvulkan_freedreno.so[+c65b28]
0.03%     GsWorker         libvulkan_freedreno.so[+c60744]
0.03%     GsWorker         libvulkan_freedreno.so[+c28940]
0.03%     GsWorker         libvulkan_freedreno.so[+c6b8dc]
0.03%     GsWorker         clock_gettime
0.03%     GsWorker         libvulkan_freedreno.so[+c6abe0]
0.03%     GsWorker         libvulkan_freedreno.so[+c65ab0]
0.03%     GsWorker         libvulkan_freedreno.so[+b4b8b0]
0.03%     GsWorker         [kernel.kallsyms][+ffffffe760dd75d4]
0.03%     GsWorker         libvulkan_freedreno.so[+c1d498]
0.03%     GsWorker         libvulkan_freedreno.so[+b40f90]
0.03%     GsWorker         libvulkan_freedreno.so[+c643c0]
0.03%     GsWorker         [kernel.kallsyms][+ffffffe760be4d3c]
0.03%     GsWorker         libvulkan_freedreno.so[+b7f728]
0.03%     GsWorker         libvulkan_freedreno.so[+b40d4c]
0.03%     GameThread       [kernel.kallsyms][+ffffffe760a2784c]
0.03%     GsWorker         libvulkan_freedreno.so[+c6535c]
0.03%     GsWorker         libvulkan_freedreno.so[+b4897c]
0.03%     GsWorker         libvulkan_freedreno.so[+ab82d8]
0.02%     GsWorker         libvulkan_freedreno.so[+b8568c]
0.02%     GsWorker         libvulkan_freedreno.so[+bb60bc]
0.02%     GsWorker         libvulkan_freedreno.so[+b78678]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d9c]
0.02%     GsWorker         libvulkan_freedreno.so[+c643d8]
0.02%     GsWorker         libvulkan_freedreno.so[+c198f8]
0.02%     GsWorker         libvulkan_freedreno.so[+c60834]
0.02%     GsWorker         libvulkan_freedreno.so[+c60358]
0.02%     GsWorker         libvulkan_freedreno.so[+bcc4cc]
0.02%     GsWorker         libvulkan_freedreno.so[+c658ac]
0.02%     GsWorker         libvulkan_freedreno.so[+c418c0]
0.02%     GsWorker         libvulkan_freedreno.so[+b488e0]
0.02%     GsWorker         libvulkan_freedreno.so[+c603b0]
0.02%     GsWorker         libvulkan_freedreno.so[+afbb8c]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c360]
0.02%     GameThread       pthread_mutex_lock
0.02%     GsWorker         libvulkan_freedreno.so[+b40d90]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d60]
0.02%     GsWorker         libvulkan_freedreno.so[+ab04ac]
0.02%     GsWorker         libvulkan_freedreno.so[+b4b850]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cf38]
0.02%     GsWorker         libvulkan_freedreno.so[+b40fdc]
0.02%     GsWorker         libvulkan_freedreno.so[+ab3a2c]
0.02%     GsWorker         libvulkan_freedreno.so[+bb5d38]
0.02%     GsWorker         libvulkan_freedreno.so[+b6915c]
0.02%     GsWorker         libvulkan_freedreno.so[+c643a0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1e65c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65398]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0f0]
0.02%     GsWorker         libvulkan_freedreno.so[+aed1f0]
0.02%     GsWorker         libvulkan_freedreno.so[+ae4608]
0.02%     GsWorker         libvulkan_freedreno.so[+b40ffc]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a96c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65374]
0.02%     GsWorker         libvulkan_freedreno.so[+a96cac]
0.02%     GsWorker         libvulkan_freedreno.so[+ae6c80]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d330]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d31c]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d404]
0.02%     GsWorker         libvulkan_freedreno.so[+ae5c6c]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c408]
0.02%     GsWorker         libvulkan_freedreno.so[+ae5d04]
0.02%     GsWorker         libvulkan_freedreno.so[+b48a3c]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760a15528]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760d625d0]
0.02%     GsWorker         libvulkan_freedreno.so[+aa0e28]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe761a79578]
0.02%     GsWorker         libvulkan_freedreno.so[+af0b90]
0.02%     GsWorker         libvulkan_freedreno.so[+c166b8]
0.02%     GsWorker         libvulkan_freedreno.so[+c65780]
0.02%     GameThread       libunwind::CFI_Parser<libunwind::LocalAddressSpace>::parseFDEInstructions(libunwind::LocalAddressSpace&, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::FDE_Info const&, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::CIE_Info const&, unsigned long, int, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::PrologInfo*)
0.02%     GsWorker         libvulkan_freedreno.so[+c653b8]
0.02%     GsWorker         libvulkan_freedreno.so[+b81668]
0.02%     GsWorker         libvulkan_freedreno.so[+c198f0]
0.02%     GsWorker         libvulkan_freedreno.so[+c19924]
0.02%     GsWorker         libvulkan_freedreno.so[+b48910]
0.02%     GsWorker         libvulkan_freedreno.so[+bd0b20]
0.02%     GsWorker         libvulkan_freedreno.so[+b863e8]
0.02%     GsWorker         libvulkan_freedreno.so[+bcacd4]
0.02%     GsWorker         libvulkan_freedreno.so[+ae6938]
0.02%     GsWorker         libvulkan_freedreno.so[+b488a0]
0.02%     GsWorker         libvulkan_freedreno.so[+c17518]
0.02%     GsWorker         libvulkan_freedreno.so[+c65338]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe761a7adc8]
0.02%     GsWorker         libvulkan_freedreno.so[+c65ad0]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b60]
0.02%     GsWorker         libvulkan_freedreno.so[+c63850]
0.02%     GsWorker         libvulkan_freedreno.so[+ae6de8]
0.02%     GsWorker         libvulkan_freedreno.so[+b4b7c8]
0.02%     GsWorker         libvulkan_freedreno.so[+b69fdc]
0.02%     GsWorker         libvulkan_freedreno.so[+ae680c]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0ec]
0.02%     GsWorker         libvulkan_freedreno.so[+aa0e2c]
0.02%     GsWorker         libvulkan_freedreno.so[+bcbe64]
0.02%     GsWorker         libvulkan_freedreno.so[+ab84d0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cf2c]
0.02%     GsWorker         libvulkan_freedreno.so[+b40eb8]
0.02%     GsWorker         libvulkan_freedreno.so[+c65378]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c214]
0.02%     GsWorker         libvulkan_freedreno.so[+aa0df0]
0.02%     GsWorker         libvulkan_freedreno.so[+c65384]
0.02%     GsWorker         libvulkan_freedreno.so[+c3e938]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d058]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f8c]
0.02%     GsWorker         libvulkan_freedreno.so[+b48920]
0.02%     GsWorker         libvulkan_freedreno.so[+c416ec]
0.02%     GsWorker         libvulkan_freedreno.so[+ab8474]
0.02%     GsWorker         libvulkan_freedreno.so[+c38c78]
0.02%     GsWorker         libvulkan_freedreno.so[+bb5cfc]
0.02%     GsWorker         libvulkan_freedreno.so[+afe1ac]
0.02%     GsWorker         libvulkan_freedreno.so[+aa11d0]
0.02%     GsWorker         libvulkan_freedreno.so[+b489ec]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a900]
0.02%     GsWorker         libvulkan_freedreno.so[+b41008]
0.02%     GsWorker         libvulkan_freedreno.so[+b40cd4]
0.02%     GsWorker         libvulkan_freedreno.so[+c3b754]
0.02%     GsWorker         libvulkan_freedreno.so[+b7aa98]
0.02%     GsWorker         libvulkan_freedreno.so[+c289a8]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe761a79598]
0.02%     GsWorker         libvulkan_freedreno.so[+c63814]
0.02%     GsWorker         libvulkan_freedreno.so[+aa1268]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a800]
0.02%     GsWorker         libvulkan_freedreno.so[+c3e3b8]
0.02%     GsWorker         libvulkan_freedreno.so[+ae4db0]
0.02%     GsWorker         libvulkan_freedreno.so[+c658f0]
0.02%     GsWorker         libvulkan_freedreno.so[+c28980]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760858414]
0.02%     GsWorker         libvulkan_freedreno.so[+aecf20]
0.02%     GsWorker         libvulkan_freedreno.so[+b488f0]
0.02%     GsWorker         libvulkan_freedreno.so[+ab3a48]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a93c]
0.02%     GsWorker         libvulkan_freedreno.so[+c18d2c]
0.02%     GsWorker         libvulkan_freedreno.so[+ab810c]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760858404]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c66c]
0.02%     GsWorker         libvulkan_freedreno.so[+c18d30]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d32c]
0.02%     GsWorker         libvulkan_freedreno.so[+b47d18]
0.02%     GsWorker         libvulkan_freedreno.so[+ab06ac]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a91c]
0.02%     GsWorker         libvulkan_freedreno.so[+c65364]
0.02%     GsWorker         libvulkan_freedreno.so[+c38c74]
0.02%     GsWorker         libvulkan_freedreno.so[+b6c1e4]
0.02%     GsWorker         libvulkan_freedreno.so[+b6a7ec]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a7f8]
0.02%     com.ps2x.runner  [kernel.kallsyms][+ffffffe761a8e810]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f30]
0.02%     GsWorker         libvulkan_freedreno.so[+c60398]
0.02%     GsWorker         libvulkan_freedreno.so[+c4426c]
0.02%     GsWorker         libvulkan_freedreno.so[+c66320]
0.02%     com.ps2x.runner  WaitTime
0.02%     GsWorker         libvulkan_freedreno.so[+c3fbfc]
0.02%     GsWorker         libvulkan_freedreno.so[+c6ac70]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a88]
0.02%     GsWorker         libvulkan_freedreno.so[+c658e4]
0.02%     GsWorker         libvulkan_freedreno.so[+b4685c]
0.02%     GsWorker         libvulkan_freedreno.so[+b4732c]
0.02%     GsWorker         libvulkan_freedreno.so[+ae4bc8]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b24]
0.02%     GsWorker         libvulkan_freedreno.so[+c65694]
0.02%     GsWorker         libvulkan_freedreno.so[+c63718]
0.02%     GsWorker         libvulkan_freedreno.so[+c653bc]
0.02%     GsWorker         libvulkan_freedreno.so[+b40cd8]
0.02%     GsWorker         libvulkan_freedreno.so[+b4b8a8]
0.02%     GsWorker         libvulkan_freedreno.so[+b40e9c]
0.02%     GsWorker         libvulkan_freedreno.so[+c656a8]
0.02%     GsWorker         libvulkan_freedreno.so[+ab069c]
0.02%     GsWorker         libvulkan_freedreno.so[+af0b94]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d240]
0.02%     GameThread       sub_003A3280_0x3a3280(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GsWorker         libvulkan_freedreno.so[+b7a9c4]
0.02%     GsWorker         libvulkan_freedreno.so[+c60a04]
0.02%     GameThread       sub_003921F0_0x3921f0(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0e0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cffc]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d0b4]
0.02%     GsWorker         libvulkan_freedreno.so[+b482d4]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c654]
0.02%     GameThread       VU1Interpreter::decodeInstructionPair(unsigned char const*, unsigned int) const
0.02%     GsWorker         libvulkan_freedreno.so[+b482e8]
0.02%     GsWorker         libvulkan_freedreno.so[+ab82cc]
0.02%     GsWorker         libvulkan_freedreno.so[+b6d5a8]
0.02%     GsWorker         libvulkan_freedreno.so[+c1c69c]
0.02%     GsWorker         libvulkan_freedreno.so[+c3f5c8]
0.02%     GsWorker         libvulkan_freedreno.so[+ab81c4]
0.02%     GsWorker         libvulkan_freedreno.so[+b40e80]
0.02%     GsWorker         libvulkan_freedreno.so[+c65a20]
0.02%     GsWorker         libvulkan_freedreno.so[+ae4edc]
0.02%     GsWorker         libvulkan_freedreno.so[+c657b8]
0.02%     GsWorker         libvulkan_freedreno.so[+c1f2d0]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cfe4]
0.02%     GsWorker         libvulkan_freedreno.so[+c65b84]
0.02%     GsWorker         libvulkan_freedreno.so[+c65c00]
0.02%     GsWorker         libvulkan_freedreno.so[+c6539c]
0.02%     GsWorker         libvulkan_freedreno.so[+c41d08]
0.02%     GsWorker         libvulkan_freedreno.so[+af96f4]
0.02%     GsWorker         libvulkan_freedreno.so[+aed214]
0.02%     GsWorker         libvulkan_freedreno.so[+b6b8e4]
0.02%     GsWorker         libvulkan_freedreno.so[+b7a7f0]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760d91818]
0.02%     GameThread       PS2Memory::translateAddress(unsigned int)
0.02%     GsWorker         libvulkan_freedreno.so[+c60370]
0.02%     GsWorker         libvulkan_freedreno.so[+c65768]
0.02%     GsWorker         libvulkan_freedreno.so[+c65948]
0.02%     GsWorker         libvulkan_freedreno.so[+c606f4]
0.02%     GsWorker         libvulkan_freedreno.so[+bb387c]
0.02%     GsWorker         void ParallelGS::GSInterface::drawing_kick_append<false, false, false, 3u>()
0.02%     GsWorker         libvulkan_freedreno.so[+c38be4]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d70]
0.02%     GsWorker         libvulkan_freedreno.so[+b6d5b0]
0.02%     GsWorker         libvulkan_freedreno.so[+c38f60]
0.02%     GsWorker         libvulkan_freedreno.so[+b4896c]
0.02%     GsWorker         libvulkan_freedreno.so[+c1cf44]
0.02%     GameThread       VU1Interpreter::broadcast(float const*, unsigned char)
0.02%     GsWorker         libvulkan_freedreno.so[+b40d24]
0.02%     GsWorker         libvulkan_freedreno.so[+c18d28]
0.02%     GsWorker         [kernel.kallsyms][+ffffffe760d35238]
0.02%     GameThread       libunwind::DwarfInstructions<libunwind::LocalAddressSpace, libunwind::Registers_arm64>::stepWithDwarf(libunwind::LocalAddressSpace&, unsigned long, unsigned long, libunwind::Registers_arm64&, bool&, bool)
0.02%     GsWorker         libvulkan_freedreno.so[+b41978]
0.02%     GsWorker         libvulkan_freedreno.so[+b40ea8]
0.02%     GsWorker         libvulkan_freedreno.so[+ae61c4]
0.02%     GsWorker         libvulkan_freedreno.so[+c657a8]
0.02%     GsWorker         libvulkan_freedreno.so[+c1d104]
0.02%     GsWorker         libvulkan_freedreno.so[+b6bc04]
0.02%     GsWorker         libvulkan_freedreno.so[+b40d6c]
0.02%     GameThread       sub_003CCA08_0x3cca08(unsigned char*, R5900Context*, PS2Runtime*)
0.02%     GsWorker         libvulkan_freedreno.so[+bcd3f4]
0.02%     GsWorker         libvulkan_freedreno.so[+c1e64c]
0.02%     GsWorker         libvulkan_freedreno.so[+b6b9b8]
0.02%     GameThread       ps2_e15::enabled()
0.02%     GsWorker         libvulkan_freedreno.so[+c1c3fc]
0.02%     GsWorker         libvulkan_freedreno.so[+b40f08]
