window ticks 1978->2547 (569 frames) wall 23.75 s = 41.73 ms/frame, 23.96 vs/s
tid comm cpu_s cpu_ms_per_frame util_pct
28450 MTVU 15.41 27.08 64.9
28440 GameThread 6.91 12.14 29.1
28420 GsWorker 4.66 8.19 19.6
28438 AAudio_1 0.08 0.14 0.3
28418 com.ps2x.runner 0.04 0.07 0.2
28432 binder:28399_4 0.03 0.05 0.1
28442 PGS-Waiter 0.02 0.04 0.1
28411 binder:28399_2 0.01 0.02 0.0
