tick	packet	path	batch	cand	kind	dst_xy	dst_addr	old	new	src_uv	taps	tap_state	blend	state	test	classification
601	47240	3	5	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(159,0)-(190,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	6	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(191,0)-(222,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	7	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(223,0)-(254,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	8	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(255,0)-(286,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	9	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(287,0)-(318,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	10	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(319,0)-(350,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	10	A	carrier-pixel	(342,377)	0019ae38	00353341	00353341	interpF=(343.500,378.500) quantF=(343.5000,378.5000) preI=(343,378) postSingle=(343,378)	pre=(343,378);(344,378);(343,379);(344,379) post=(343,378);(344,378);(343,379);(344,379)	addrs=(000bae74,000baf40,000bae7c,000baf48) words=(63353341,66302e3d,8004051d,8004051d) rgba=(63353341,66302e3d,8004051d,8004051d) hitTap=0 want=(343,378)	texel=63353341 fx=0.0000 fy=0.0000	clamp=0x5 wrapUV=(1,1) regionU=(0,0) regionV=(0,0) xyoff=(28672,29184) tex0=(tbp0=0,tbw=8,psm=0,tw=10,th=9,tcc=0,tfx=0,cbp=0,cpsm=0,csm=0,csa=0,cld=0) texWH=(1024,512) lin=1 tex1=0x61 texa=(ta0=128,aem=0,ta1=128) frame=(fbp=112,fbw=8,psm=1,fbmsk=0xff000000) alpha=0x8000000064 abe=0 pabe=0 vrt=(128,128,128,128) rgba-in=(65,51,53,128) z=0	test=0x30000 write=accepted-write-same-unknown	B-blocked-or-same
601	47240	3	11	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(351,0)-(382,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	11	B	carrier-pixel	(368,380)	0019be80	00aaa29a	00aaa29a	interpF=(369.500,381.500) quantF=(369.5000,381.5000) preI=(369,381) postSingle=(369,381)	pre=(369,381);(370,381);(369,382);(370,382) post=(369,381);(370,381);(369,382);(370,382)	addrs=(000bbe8c,000bbe98,000bbec4,000bbed0) words=(1faaa29a,79101026,692b2a3a,7d090920) rgba=(1faaa29a,79101026,692b2a3a,7d090920) hitTap=0 want=(369,381)	texel=1faaa29a fx=0.0000 fy=0.0000	clamp=0x5 wrapUV=(1,1) regionU=(0,0) regionV=(0,0) xyoff=(28672,29184) tex0=(tbp0=0,tbw=8,psm=0,tw=10,th=9,tcc=0,tfx=0,cbp=0,cpsm=0,csm=0,csa=0,cld=0) texWH=(1024,512) lin=1 tex1=0x61 texa=(ta0=128,aem=0,ta1=128) frame=(fbp=112,fbw=8,psm=1,fbmsk=0xff000000) alpha=0x8000000064 abe=0 pabe=0 vrt=(128,128,128,128) rgba-in=(154,162,170,128) z=0	test=0x30000 write=accepted-write-same-unknown	B-blocked-or-same
601	47240	3	11	C	carrier-pixel	(381,380)	0019bfa4	00201f31	00201f31	interpF=(382.500,381.500) quantF=(382.5000,381.5000) preI=(382,381) postSingle=(382,381)	pre=(382,381);(383,381);(382,382);(383,382) post=(382,381);(383,381);(382,382);(383,382)	addrs=(000bbfb8,000bbfbc,000bbff0,000bbff4) words=(70201f31,554f4c54,49646064,8004051d) rgba=(70201f31,554f4c54,49646064,8004051d) hitTap=0 want=(382,381)	texel=70201f31 fx=0.0000 fy=0.0000	clamp=0x5 wrapUV=(1,1) regionU=(0,0) regionV=(0,0) xyoff=(28672,29184) tex0=(tbp0=0,tbw=8,psm=0,tw=10,th=9,tcc=0,tfx=0,cbp=0,cpsm=0,csm=0,csa=0,cld=0) texWH=(1024,512) lin=1 tex1=0x61 texa=(ta0=128,aem=0,ta1=128) frame=(fbp=112,fbw=8,psm=1,fbmsk=0xff000000) alpha=0x8000000064 abe=0 pabe=0 vrt=(128,128,128,128) rgba-in=(49,31,32,128) z=0	test=0x30000 write=accepted-write-same-unknown	B-blocked-or-same
601	47240	3	12	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(383,0)-(414,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	12	D	carrier-pixel	(406,377)	0019ce38	004e4b55	004e4b55	interpF=(407.500,378.500) quantF=(407.5000,378.5000) preI=(407,378) postSingle=(407,378)	pre=(407,378);(408,378);(407,379);(408,379) post=(407,378);(408,378);(407,379);(408,379)	addrs=(000bce74,000bcf40,000bce7c,000bcf48) words=(574e4b55,50ece0cb,7b0d0d23,51ebe0cb) rgba=(574e4b55,50ece0cb,7b0d0d23,51ebe0cb) hitTap=0 want=(407,378)	texel=574e4b55 fx=0.0000 fy=0.0000	clamp=0x5 wrapUV=(1,1) regionU=(0,0) regionV=(0,0) xyoff=(28672,29184) tex0=(tbp0=0,tbw=8,psm=0,tw=10,th=9,tcc=0,tfx=0,cbp=0,cpsm=0,csm=0,csa=0,cld=0) texWH=(1024,512) lin=1 tex1=0x61 texa=(ta0=128,aem=0,ta1=128) frame=(fbp=112,fbw=8,psm=1,fbmsk=0xff000000) alpha=0x8000000064 abe=0 pabe=0 vrt=(128,128,128,128) rgba-in=(85,75,78,128) z=0	test=0x30000 write=accepted-write-same-unknown	B-blocked-or-same
601	47240	3	13	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(415,0)-(446,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	14	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(447,0)-(478,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	15	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(479,0)-(510,445) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
601	47240	3	16	-	batch-carrier	-	-	-	-	-	-	-	-	rect=(0,446)-(511,446) fst=1 tme=1 abe=0 frame=fbp112,fbw8,psm1,fbmsk=0xff000000 tex=tbp0-0,tbw8,psm0,tw10,th9,tcc0,tfx0,cbp0,cpsm0,csm0,csa0,cld0 clamp=0x5 xyoff=(28672,29184) tex1=0x61 texa=(ta0=128,aem=0,ta1=128) test=0x30000 alpha=0x8000000064 pabe=0 vrt=(128,128,128,128)	-	batch-carrier
