# T26 liveness: wall=240s progress=1000000lines poll=15s
t=15s alive log=37795247B trace_lines=46798 trace=2810320B
t=30s alive log=87481265B trace_lines=100867 trace=6035795B
t=45s alive log=131827883B trace_lines=149992 trace=8972440B
t=60s alive log=176039864B trace_lines=198970 trace=11899717B
t=75s alive log=220153941B trace_lines=247812 trace=14821962B
t=90s alive log=264170434B trace_lines=296597 trace=17737809B
t=106s alive log=308235790B trace_lines=345365 trace=20656825B
t=121s alive log=352159843B trace_lines=394072 trace=23568663B
t=136s alive log=396268566B trace_lines=442909 trace=26488638B
t=151s alive log=440625394B trace_lines=492029 trace=29426729B
t=166s alive log=484593305B trace_lines=540739 trace=32339407B
t=181s alive log=528999485B trace_lines=589930 trace=35281205B
t=196s alive log=573260433B trace_lines=639028 trace=38213550B
t=211s alive log=617373884B trace_lines=687832 trace=41135618B
t=226s alive log=661293153B trace_lines=736552 trace=44045124B
t=241s alive log=705338964B trace_lines=785254 trace=46963370B
SIGTERM el=241s rc=0 BOUND=wall
